系列,编号,派系,卡牌名称,备用卡牌名称,图片链接,类型,独有,卡牌费用,初始威胁,意志力,攻击力,防御力,生命值,任务点,属性,警戒,远攻,限制,隐匿,厄运,遭遇,守护,协同,种族,规则文字,功能,人数,精神,战术,领导,学识,中立,1352
黑骑士,13,领导,霍比特人斗篷,哈比人斗篷,8e49ea86-375a-472e-b497-16a1164ae27f.jpg,附属,,1,,,,,,,物品.,,,,,,,,,,"附属到一名哈比人英雄上。每名英雄限制一张。
当防御交锋值高于你威胁等级的敌军的攻击时，所附属英雄获得+2【防御力】。",防御,,,,,,,
黑骑士,14,战术,西方之地的匕首,西方皇族的短剑,418e6de7-af19-4ea7-bfbe-2a02838c6de4.jpg,附属,,1,,,,,,,"宝物.
物品.
武器.",,,√,,,,,,,"限制.
附属到一名英雄上。
所附属英雄获得+1【攻击力】。（如果攻击敌军的交锋值高于你的威胁等级，则以+2【攻击力】代替。）",攻击,,,,,,,
黑骑士,15,精神,霍比特人烟斗,哈比人的烟斗,9c455b1a-a2d4-44f7-a9d3-9a3134c21a2a.jpg,附属,,0,,,,,,,物品.烟斗,,,,,,,,,,"附属到一名哈比人上。每名角色限制一张。
响应：在你的威胁等级被事件牌效果降低后，横置哈比人的烟斗，以补一张卡牌。",,,,,,,,
黑骑士,16,学识,精灵宝石,精灵宝石,9bb32f2c-29fb-43ba-b7ba-2227b28f7b58.jpg,附属,*,1,,,,,,,宝物.物品.,,,,,,,,,,"附属到激活的地区。所附属地区获得+1任务点。
响应：在所附属地区作为已探索地区离场后，起始玩家将一名盟友从他的手牌中放置进场。",,,,,,,,
前路黑暗,1,远征,弗罗多·巴金斯,佛罗多·巴金斯,f9196cda-8f50-4cc5-9aad-1c56cb677bca.jpg,英雄,*,,0,2,1,2,2,,哈比人.持戒者,,,,,,,,,哈比人,响应：在横置佛罗多·巴金斯防御一次攻击后，横置至尊魔戒并花费1【远征】资源标记，以指定攻击的敌军。然后，本次攻击不造成伤害并且每位玩家的威胁等级上升2点。,防御,单人,,,,,,
前路黑暗,2,中立,甘道夫,甘道夫,3e055edf-4540-4cf1-94ce-afbf5fc28f82.jpg,英雄,*,,14,3,3,3,5,,巫师.,,,,,,,,,巫师,你牌组顶端的一张卡牌保持展示状态。每阶段限制一次，你可以打出你牌组顶端的一张卡牌，如同从你的手牌中打出。当你使用本方式打出卡牌时，甘道夫被视为具有印刷的【领导】、【学识】、【战术】和【精神】符号。,,,,,,,,
前路黑暗,3,领导,加拉德瑞尔,凯兰崔尔,3d09a998-9ad0-4b98-9c42-50c4226cc73b.jpg,盟友,*,3,,3,0,0,3,,诺多精灵. 贵族.,,,,,,,,,诺多精灵,"在回合结束时，从场中弃除凯兰崔尔。
响应：在从你的手牌中打出凯兰崔尔后，从你的牌组顶端的五张卡牌中搜寻一张费用等于或低于3的附属牌，并将其放置进场。将其余卡牌按任意顺序放回你的牌组顶端。",任务,,,,,,,
前路黑暗,4,战术,波洛米尔,波罗莫,36b26228-1c01-4064-a109-d110e00d8e4b.jpg,盟友,*,4,,1,3,1,4,,刚铎.战士.,,,,,,,,,刚铎,"当波罗莫防御一个交锋值高于你威胁等级的敌军时，其获得+2【防御力】。
响应：在波罗莫受到任意数量的伤害后，重置波罗莫。",防御,,,,,,,
前路黑暗,5,学识,埃尔隆德,爱隆,638638f0-8177-410a-bce8-9e2bbf5ad81f.jpg,盟友,*,3,,3,2,3,3,,诺多精灵.医者.,,,,,,,,,诺多精灵,"在回合结束时，从场中弃除爱隆。
响应：在爱隆进场后，选择以下其一：治疗一名英雄上的所有伤害，或弃除一张状态附属牌，或每位玩家补一张牌。",防御,,,,,,,
前路黑暗,6,精神,比尔博·巴金斯,比尔博·巴金斯,e02cc17b-80e4-4a8f-ba55-1df74aac816d.jpg,盟友,*,2,,2,0,0,2,,哈比人.,,,,,,,,,哈比人,响应：在比尔博·巴金斯进场后，从你的牌组中搜寻一张烟斗附属牌，并将其加入你的手牌中。重洗你的牌组。,,,,,,,,
前路黑暗,7,中立,阿诺尔之火,阿尔诺炽焰,8a5ff815-56cf-4d5f-a649-a111e736a9f1.jpg,事件,,1,,,,,,,法术.,,,,,,,,,,行动：将阿尔诺炽焰加入胜利点计数中并弃除你牌组顶端的一张卡牌，以重置你控制的一名巫师角色。该角色获得+X【攻击力】直到本阶段结束，X等于所弃除卡牌的费用。,攻击,,,,,,,
前路黑暗,8,中立,甘道夫的手杖,甘道夫的手杖,02e56cef-e78d-4dbd-bd4d-6ec43e4b1d2b.jpg,附属,*,2,,,,,,,宝物.物品.手杖.,,,√,,,,,,,"限制.
附属到甘道夫上。
行动：横置甘道夫的手杖，以选择以下其一：选择一位玩家补一张卡牌，或增加1枚资源标记到一名英雄的资源池中，或从一个非独有敌军上弃除一张暗影牌。",,多人,,,,,,
前路黑暗,9,中立,巫师烟斗,巫师的烟斗,428256aa-e03e-4f57-9b38-b8f7b5f17578.jpg,附属,,1,,,,,,,物品.烟斗,,,,,,,,,,"附属到一名巫师角色上。每名角色限制一张。
行动：横置巫师的烟斗，以将你的手牌中的一张卡牌与你牌组顶端的一张卡牌互换。",,,,,,,,
前路黑暗,10,远征,魔戒同盟,魔戒远征队,d5f09d24-be50-4958-b0d0-41b1ad09b7af.jpg,附属,*,2,,,,,,,远征.,,,,,,,,,,"附属到持戒者上。
每名英雄获得+1【意志力】。
强制：在一名角色被消灭后，弃除魔戒远征队。",任务,多人,,,,,,
萨鲁曼的背叛,1,远征,阿拉贡,亚拉冈,f5178135-1485-43c5-9660-99232a4cdca8.jpg,英雄,*,,0,2,3,2,5,,登丹人.贵族.游侠. ,,,,,,,,,登丹人,"起始玩家获得亚拉冈的控制权。如果亚拉冈离场，玩家游戏失败。
行动：从亚拉冈的资源池花费2枚资源标记，以重置一名英雄。",,多人,,,,,,
萨鲁曼的背叛,2,精神,希优顿,希优顿,f3d88160-30f2-4b8b-9e83-c42e62851bbc.jpg,英雄,*,,12,2,3,2,4,,洛汗.贵族.战士.,√,,,,,,,,洛汗,"警戒.
每回合从你的手牌中打出的第一名洛汗盟友的费用减1（最小减到0）。",,,,,,,,
萨鲁曼的背叛,3,学识,树须,树胡,94f6738a-c946-4415-9b38-0ce3a443fa33.jpg,英雄,*,,13,2,3,3,5,,树人.,,,,,,,,,树人,"不受限制附属。
行动：对树胡造成1点伤害，以使树胡获得+1【意志力】和+1【攻击力】，直到本阶段结束。（每个阶段限制5次）",,,,,,,,
萨鲁曼的背叛,4,领导,吉姆利,金雳,6a9ff9c1-64d2-4ed5-a793-9e93e8d605b7.jpg,盟友,*,4,,2,2,2,3,,矮人.战士.,√,,,,,,,,矮人,"警戒.
响应：在从遭遇牌组展示一个敌军后，重置金雳。",防御,,,,,,,
萨鲁曼的背叛,5,战术,莱戈拉斯,勒苟拉斯,9825aa22-f197-4320-972d-e2487197d989.jpg,盟友,*,4,,1,3,1,3,,西尔凡精灵.战士.,,√,,,,,,,西尔凡精灵,"远攻.
响应：在勒苟拉斯参与一次攻击并消灭敌军后，补一张卡牌。",攻击,多人,,,,,,
萨鲁曼的背叛,6,学识,急楸,快枝,f37fc371-5a6e-4a24-85a1-2afef11c6841.jpg,盟友,*,2,,2,3,1,3,,树人.,,,,,,,,,树人,"不受限制附属。
横置进场。
响应：在快枝进场后，对快枝造成1点伤害，以重置快枝。",攻击,,,,,,,
萨鲁曼的背叛,7,精神,哈玛,哈玛,adc3e6f6-da67-4cc1-9767-8e87dfc91b99.jpg,盟友,*,3,,1,2,2,2,,"洛汗.
战士.",,,,,,,,,洛汗,战斗行动：重置哈玛。哈玛获得+3【防御力】直到本阶段结束。在本阶段结束时，弃除哈玛。（每个回合限制1次）,防御,,,,,,,
萨鲁曼的背叛,8,战术,阿罗德,阿罗德,6646bb07-0b44-4051-94a7-39c600b38481.jpg,附属,*,1,,,,,,,坐骑.,,,,,,,,,,"附属到一名英雄或勒苟拉斯上。
响应：在所附属角色参与一次攻击并消灭敌军后，横置阿罗德，以放置1枚进度标记到任一地区上。",任务,,,,,,,
萨鲁曼的背叛,9,学识,恩特饮料,树人饮料,b86ba0f8-11f9-4694-b421-17b683bd4325.jpg,附属,,1,,,,,,,物品.树人.,,,,,,,,,,"如果你控制至少一名树人角色，才能打出。
附属到一名角色上。每名角色限制一张。
所附属角色获得+2生命值。",,,,,,,,
萨鲁曼的背叛,10,精神,赫鲁格林,西鲁格因,9fce5e18-37dc-45c2-8398-df8b5018cb54.jpg,附属,*,3,,,,,,,"物品.
武器.",,,√,,,,,,,"限制.
附属到一名洛汗英雄上。
打出西鲁格因到希优顿上的费用减1。
响应：在所附属英雄被宣告为攻击者后，横置西鲁格因，以在本次攻击中将所附属英雄的【意志力】增加到【攻击力】上。",攻击,,,,,,,
萨鲁曼的背叛,11,学识,恩特集会,树人会议,a17465f5-e6f5-4699-b0d7-79355286a065.jpg,事件,,0,,,,,,,树人.,,,,,,,,,,"如果你控制至少一名树人角色，才能打出。
行动：从你牌组顶端的五张卡牌中搜寻任意数量的树人卡牌并将它们加入你的手牌。将余下的卡牌洗回你的牌组。",,,,,,,,
萨鲁曼的背叛,12,精神,海尔姆！海尔姆！,圣盔！圣盔！,f63da56c-6598-4e01-b245-a9fe49f2251a.jpg,事件,,2,,,,,,,,,,,,,,,,,"在完成结算敌军攻击的步骤后，才能打出。
战斗行动：横置并弃除一名你控制的洛汗盟友，以选择并弃除一个与你交锋的非独有敌军。",防御,,,,,,,
萨鲁曼的背叛,13,远征,三位猎手,三位猎手,4101f975-3317-43f8-ba60-19785e01959c.jpg,事件,,3,,,,,,,,,,,,,,,,,"如果你控制了【远征】亚拉冈，才能打出。
任务行动：选择三名被指派执行本次任务的英雄。重置这些英雄。每名被选择的英雄获得+1【意志力】，+1【攻击力】和+1【防御力】，直到本回合结束。",,,,,,,,
萨鲁曼的背叛,14,中立,捷影,影疾,9f61eee8-cff2-43ad-8f82-7c4efb5ed9b8.jpg,附属,*,3,,,,,,,坐骑.美亚拉斯.,,,,,,,,,,"附属到甘道夫上。
甘道夫获得“远攻”和“警戒”。
行动：横置影疾，以重置甘道夫。",,多人,,,,,,
魔境之影,1,远征,弗罗多·巴金斯,佛罗多·巴金斯,fe58a6d3-7028-41c1-ab00-5e33e7d77b5f.jpg,英雄,*,,0,2,1,2,2,,哈比人.持戒者,,,,,,,,,哈比人,行动：花费1枚【远征】资源并横置至尊魔戒以使佛罗多·巴金斯获得+2【意志力】和+2【攻击力】直到本回合结束。,,,,,,,,
魔境之影,2,领导,法拉米尔,法拉墨,8f937f89-b248-4261-9b00-4e3cd9763299.jpg,英雄,*,,11,2,2,2,5,,刚铎.贵族.游侠.,,√,,,,,,,刚铎,"远攻.
响应：在你与一个敌军交锋后，重置一名你控制的盟友。（每阶段限制一次。）",,,,,,,,
魔境之影,3,学识,达姆罗德,丹姆拉,3f482b9c-aa18-415e-ab9b-58f9c3b328a1.jpg,英雄,*,,9,2,2,1,4,,刚铎.游侠.,,,,,,,,,刚铎,"你每回合打出的第一张陷阱卡牌费用-1（最少为0）。
响应：当一张你控制的陷阱卡牌附属到一个敌军上后，补一张卡牌。",,,,,,,,
魔境之影,4,领导,安博恩,安朋,c8b5dd1c-82bc-4733-be1a-484a6e87c3c0.jpg,盟友,*,4,,1,3,1,3,,刚铎.游侠.,,,,,,,,,刚铎,响应：在一个敌军被加入场景区后，横置安朋以让该敌军获得+5交锋值直到本回合结束。然后，对该敌军造成1点伤害。,,,,,,,,
魔境之影,5,学识,玛布隆,马伯龙,a870e2b3-4b9d-46ea-bc37-425fd682f114.jpg,盟友,*,2,,2,1,0,2,,刚铎.游侠.,,,,,,,,,刚铎,响应：在马伯龙进场后，选择一个敌军使其交锋值+5直到本回合结束。然后，你可以与该敌军交锋，或将其返回场景区。,,,,,,,,
魔境之影,6,战术,树皮王,树皮,df2b2070-240c-4b38-b4c8-29a0d2c789cf.jpg,盟友,*,3,,0,4,2,3,,树人.,,,,,,,,,树人,"不受“限制”附属。
横置进场。
当树皮单独对一个半兽人敌军攻击时，该敌军不计算其【防御力】。",,,,,,,,
魔境之影,7,精神,甘姆林,加姆林,9e944f47-14b0-4890-98d2-584e0abe0eda.jpg,盟友,*,3,,1,1,2,2,,"洛汗.
战士.",,,,,,,,,洛汗,响应：在一名你控制的洛汗盟友从场中弃除后，横置加姆林以将该盟友返回你的手牌。,,,,,,,,
魔境之影,8,领导,莱贝斯隆手杖,拉比西隆手杖,c86cc6c9-8c50-4069-aa85-4d1cc11f796d.jpg,附属,,1,,,,,,,物品.,,,√,,,,,,,"限制.
附属到一名刚铎或哈比人英雄上。
响应：在所附属的英雄横置以防御一个交锋值高于你威胁等级的敌军的攻击后，横置拉比西隆手杖以从该敌军上弃除一张暗影牌。",,,,,,,,
魔境之影,9,学识,伏击,伏击,bb89cc13-3049-4001-bd85-916438c6d629.jpg,附属,,2,,,,,,,"状态.
陷阱.",,,,,,,,,,"将伏击以未附属状态打出到场景区中。
如果伏击未附属，将其附属到下一张进入场景区的合理敌军上。
战斗行动：交锋玩家弃除伏击以宣告一次对所附属敌军的攻击。",,,,,,,,
魔境之影,10,精神,雪鬃,雪鬃,b89d39c4-1017-4707-95c3-d60f352d4e95.jpg,附属,*,1,,,,,,,坐骑.,,,√,,,,,,,"限制.
附属到一名洛汗英雄上。
如果所附属的英雄是希优顿，雪鬃失去“限制”关键词。
响应：在所附属的英雄执行任务成功后，重置所附属的英雄。",,,,,,,,
魔境之影,11,领导,再来尝尝它的厉害！,再尝尝宝剑的滋味！,1ddaf688-b39b-4d15-8058-1e2957e021ca.jpg,事件,,1,,,,,,,,,,,,,,,,,响应：在你控制的一名英雄防御一个交锋值高于你威胁等级的敌军攻击后，重置该英雄。直到本阶段结束，该英雄在对该敌军攻击时获得+2【攻击力】。,,,,,,,,
魔境之影,12,学识,阴影之中,阴影之中,f9351811-479d-4bad-a6b3-ac745739b63f.jpg,事件,,3,,,,,,,,,,,,,,,,,"你每控制一名哈比人或游侠英雄，阴影之中的打出费用降低1点。
战斗行动：直到本阶段结束，每个与你交锋的交锋值高于你威胁等级的敌军获得-1【攻击力】和-1【防御力】。",,,,,,,,
魔境之影,13,远征,说出你的誓言！,快发誓！,e2daba5a-f5ac-4fcb-a508-45b3b3cae5a9.jpg,事件,,1,,,,,,,,,,,,,,,,,行动：横置持戒者以选择一个与你交锋的敌军。如果持戒者的【意志力】比所选择敌军的【威胁值】高，降低其等同于差值的【攻击力】和【防御力】直到本阶段结束,,,,,,,,
灰港岸,1,精神,造船者奇尔丹,造船者奇尔丹,76ee3df4-3ebe-4d2d-9d7f-a0bbe759358a.jpg,英雄,*,,12,4,2,2,4,,诺多精灵. 贵族.,,,,,,,,,诺多精灵,"在资源阶段开始时额外补一张牌。
强制：在资源阶段补牌后，选择并弃除其中的一张牌。",,,,,,,,
灰港岸,2,学识,灰港的加尔多,海港的加尔多,52e217a6-ddc0-4082-9ec2-09d92e8c25c7.jpg,英雄,*,,9,2,2,1,4,,诺多精灵.,,,,,,,,,诺多精灵,"响应：在抓取起始手牌后，你可以弃除任意数量的手牌，然后补相同数量的卡牌，以代替重新调度手牌。
行动：如果你没有手牌，补六张牌。（每局游戏限制一次。）",,,,,,,,
灰港岸,3,战术,米斯泷德望海者,米斯龙德望海者,3b58bae1-8484-4be6-a75c-1d55c5199f72.jpg,盟友,,2,,1,1,0,2,,诺多精灵.战士.,,,,,,,,,诺多精灵,当你的弃牌堆顶端是一张盟友牌时，米斯龙德望海者获得+2【攻击力】并获得“远攻”。,攻击,,,,,,,
灰港岸,4,战术,空中截击,空中截击,bd3686ef-e3d2-4dea-9fc3-aa039918f0b1.jpg,事件,,2,,,,,,,,,,,,,,,,,"作为打出空中截击的额外费用，横置一名你控制的远攻角色。
战斗行动：对一个与一位玩家交锋的敌军造成2点伤害。你的弃牌堆中当前每有一张空中截击则再次结算该效果（你可以选择不同的目标）。",攻击,,,,,,,
灰港岸,5,战术,爪钩,爪钩,1ccd4cc5-9e8a-41ea-b897-61e47bba5ae6.jpg,附属,,1,,,,,,,物品.,,,,,,,,,,"附属到一名角色上。
任务行动：弃除爪钩并横置所附属的角色以指派所附属的角色参与任务，使用其【攻击力】代替其【意志力】（或如果当前任务具有坚守关键词则代替其【防御力】）。",任务,,,,,,,
灰港岸,6,领导,灰港守护者,海港守望者,94df6677-1e7c-4ccc-932c-f750b51a769c.jpg,盟友,,2,,0,1,1,3,,诺多精灵.战士.,,,,,,,,,诺多精灵,当你的弃牌堆顶端是一张附属牌时，海港守望者获得+2【防御力】并获得“警戒”。,防御,,,,,,,
灰港岸,7,领导,锚更,锚更,dd64881e-99d9-4505-9f9f-67dfc8c8ffc1.jpg,事件,,2,,,,,,,,,,,,,,,,,响应：在一个敌军被宣告为对你的攻击者后，选择一名你控制的横置角色作为防御者。你的弃牌堆中当前每有一张锚更则再次结算该效果（所有被选择的角色都参与防御本次攻击）。,防御,,,,,,,
灰港岸,8,领导,水手的指南针,海员的指南针,fe1a0aef-10bd-441b-a27b-0527810fef57.jpg,附属,,1,,,,,,,物品.,,,,,,,,,,"附属到一名【领导】或斥候角色上。
响应：在探索阶段开始时，横置海员的指南针和所附属的角色以从遭遇牌组顶端五张卡牌中搜索一个地区。将该地区和在场景区的一个地区互换。将遭遇牌组洗牌。",,,,,,,,
灰港岸,9,学识,林顿领航员,林顿领航员,a09013c9-0eeb-459d-b7fc-d803d1b0ad1d.jpg,盟友,,2,,2,1,1,2,,诺多精灵.斥候.,,,,,,,,,诺多精灵,"林顿领航员指派执行任务无需横置，且可以在横置状态执行任务。 
强制：在结算一次林顿领航员参与执行的任务后，将其从场中弃除或弃除你的一张手牌。",任务,,,,,,,
灰港岸,10,学识,暮星,暮星,b6729381-3bfc-41fa-abd1-99f410eb19b8.jpg,事件,,2,,,,,,,,,,,,,,,,,行动：放置2枚进度标记到任一地区上。你的弃牌堆中当前每有一张暮星则再次结算该效果（你可以选择不同的目标）。,,,,,,,,
灰港岸,11,学识,探索者的星历,探索者的航行日志,21f0acdb-5d11-409e-80f8-c717fab87ab9.jpg,附属,,0,,,,,,,物品.,,,,,,,,,,"附属到在场景区的一个地区上。
因任务成功而放置的进度标记可以在放置到当前任务前先被放置到所附属的地区上。",,,,,,,,
灰港岸,12,精神,路恩船员,隆恩水手,85a269eb-63f1-4f63-83c9-30b718d364f6.jpg,盟友,,2,,1,1,0,2,,诺多精灵.斥候.,,,,,,,,,诺多精灵,当你的弃牌堆顶端是一张事件牌时，隆恩水手获得+1【意志力】和“当前指派执行任务时不受伤害。”,任务,,,,,,,
灰港岸,13,精神,埃尔汶的飞翔,爱尔温的飞翔,d25dfbee-85c4-42f8-9653-c0536d3e5095.jpg,事件,,2,,,,,,,,,,,,,,,,,任务行动：重置一名执行任务的角色且该角色+1【意志力】直到本阶段结束。你的弃牌堆中当前每有一张爱尔温的飞翔则再次结算该效果（你可以选择不同的目标）。,任务,,,,,,,
灰港岸,14,精神,向海！向海！,向大海，向大海！,d0180ea8-15e3-4a9a-80c6-dfd6549753c9.jpg,附属,*,1,,,,,,,歌谣.,,,,,,,,,,"附属到一名诺多精灵角色上。
行动：横置“向大海，向大海！”并弃除X张手牌以使本阶段打出的下一张诺多精灵盟友费用降低X点（至少为1）。",,,,,,,,
灰港岸,15,中立,纳雅,纳雅,8ae15724-e823-4f55-a9e8-c75b3e795e9a.jpg,附属,*,2,,,,,,,戒指.宝物.,,,,,,,,,,"附属到造船者奇尔丹或甘道夫上。
所附属的角色获得【领导】资源符号。
行动：横置纳雅和所附属的角色以选择并重置至多两名盟友。这些盟友获得+1【攻击力】和+1【防御力】直到本阶段结束。",,,,,,,,
追击风暴召唤者,1,领导,德内梭尔,迪耐瑟,4a76ad60-35d1-4657-ab4a-2f7f15cc7ab7.jpg,英雄,*,,8,1,1,3,3,,刚铎.贵族.摄政王.,,,,,,,,,刚铎,"布置：增加2枚资源标记到迪耐瑟的资源池中。
行动：将1枚资源标记从迪耐瑟的资源池中移至另一名刚铎英雄的资源池中。（每回合限制一次。）",,,,,,,,
追击风暴召唤者,2,领导,宰相的权杖,摄政王的权杖,3d3ced53-71af-46de-b7e7-1892a9c49747.jpg,附属,*,0,,,,,,,物品.,,,,,,,,,,"附属到一名刚铎英雄上。
行动：从所附属英雄的资源池中花费2枚资源标记以补一张牌。",,,,,,,,
追击风暴召唤者,3,领导,效忠宰相,效忠摄政王,2e944d64-3612-4b5f-8fed-50cae0471fd5.jpg,附属,,1,,,,,,,头衔.,,,,,,,,,,"附属到一名角色上。
所附属角色获得刚铎属性。",,,,,,,,
追击风暴召唤者,4,战术,阿扎因·银须,阿萨因·银胡,27843323-c7d0-4f9e-a67e-4494f8926203.jpg,盟友,*,3,,0,3,2,2,,矮人.战士.,,,,,,,,,矮人,响应：在阿萨因·银胡参与攻击消灭一个敌军后，花费1【战术】资源以对另一个与被消灭敌军具有一个相同属性的敌军造成2点伤害。任一玩家可触发本响应。,攻击,,,,,,,
追击风暴召唤者,5,战术,最后一战,最后的抵抗,1eaee222-8d0d-4fcd-b630-4e349347ed85.jpg,事件,,0,,,,,,,,,,,,,,,,,响应：在一名战士角色因防御敌军攻击而被消灭时，对攻击敌军造成等同于该角色印刷【攻击力】的伤害。,攻击,,,,,,,
追击风暴召唤者,6,精神,格罗芬德尔,葛罗芬戴尔,7309efbd-ea6a-45d5-bfec-2a4e0fc8d3b7.jpg,盟友,*,5,,3,3,1,4,,诺多精灵.贵族.战士.,,,,,,,,,诺多精灵,"葛罗芬戴尔可以从你的弃牌堆打出。
行动：弃除你一张手牌以重置葛罗芬戴尔。（每个阶段限制一次。）",,,,,,,,
追击风暴召唤者,7,精神,命运的浪潮,扭转战况,ea80a2db-6a72-41c1-a26e-73929197506f.jpg,事件,,0,,,,,,,,,,,,,,,,,响应：当一张暗影牌增加了一个敌军任意数量的【攻击力】，在本次攻击中增加防御角色3【防御力】。然后，所有玩家作为一组可以花费2【战术】资源以重置防御角色并给予其在本阶段的下次攻击时+3【攻击力】。,,多人,,,,,,
追击风暴召唤者,8,学识,伊姆拉缀斯护理师,伊姆拉崔护理师,f4ec0320-6977-4cec-af29-1037e18f4dca.jpg,盟友,,2,,1,0,1,2,,诺多精灵.医者.,,,,,,,,,诺多精灵,行动：弃除你一张手牌以治疗一名角色的1点伤害。（每个回合限制两次。）,,,,,,,,
追击风暴召唤者,9,学识,梦境指引,梦境指引,371e29be-17a9-4535-a9e0-bc13126522bb.jpg,事件,,1,,,,,,,,,,,,,,,,,行动：选择一位玩家。该玩家从他牌组顶端的五张牌中搜寻一张牌并将其加入手牌，然后将他的牌组洗牌。然后，所有玩家共为一组可以花费3【领导】资源以使该玩家从他的牌组搜寻另一张卡牌并将其加入手牌，然后将他的牌组洗牌。,,,,,,,,
追击风暴召唤者,10,中立,幽谷守卫,瑞文戴尔守卫,bcfbcf8a-9df0-4fd4-92a4-9cdd8c9def53.jpg,盟友,,3,,1,2,3,3,,诺多精灵.战士.,,,,,,,,,诺多精灵,作为从手牌打出瑞文戴尔守卫的额外费用，你必须弃除两张手牌。,,,,,,,,
追击风暴召唤者,11,中立,从视线中消失,从视线中消失,95375f6e-942c-4609-9ebd-8a86ce3ab8af.jpg,事件,,0,,,,,,,,,,,,,,,,,"只有当你控制两名或更少英雄时才能打出。
行动：直到本阶段结束，如果你的威胁等级高于20，将你的威胁等级视为20。",,单人,,,,,,
深海之物,30,精神,蓝温,蓝玟,47750277-6869-470c-9376-7eb7f0a706f5.jpg,英雄,*,,9,2,3,1,3,,谷地.斥候.,,√,,,,,,,谷地,"远攻.
响应：在一张具有“涌现”关键词的遭遇牌展示后，重置蓝纹或使她获得+2【意志力】直到本阶段结束。（每个阶段限制两次。）",,,,,,,,
深海之物,31,领导,埃尔达希尔,艾达希尔,66a0dc1a-4913-425d-9d94-15b3e505bb40.jpg,盟友,*,4,,1,2,2,3,,登丹人.贵族.,√,,,,,,,,登丹人,"警戒.
行动：花费1【学识】资源以查看一张分配在交锋敌军上的面朝下暗影牌。如果该卡牌具有一个暗影效果，艾达希尔获得+2【防御力】直到本阶段结束。任一玩家可触发本行动。（每个阶段限制一次。）",,,,,,,,
深海之物,32,领导,统帅的智慧,将军的智慧,f774ffb1-1c80-40a1-a474-eb021e225b19.jpg,事件,,0,,,,,,,,,,,,,,,,,资源行动：横置你控制的一名贵族英雄以增加2枚资源标记到该英雄的资源池中。,,,,,,,,
深海之物,33,战术,铁匠大师,铁匠大师,ec1ed9c8-349b-4782-8d81-820f14ba51c6.jpg,盟友,,3,,1,1,1,2,,刚铎.工匠.,,,,,,,,,刚铎,响应：在你从手牌打出铁匠大师后，如果所有资源都是从一名英雄的资源池中支付，从你的手牌或弃牌堆附属一张武器或防具附属到该英雄上，无需支付费用。,,,,,,,,
深海之物,34,战术,战争装备,战争行头,2f9c24db-2ee4-4368-99fa-db49a0add8f5.jpg,附属,,2,,,,,,,物品.防具.武器.,,,√,,,,,,,"附属到一名战士角色上。
战争形态视为两张限制附属。
所附属角色获得+1【攻击力】，+1【防御力】和+2生命值。",,,,,,,,
深海之物,35,精神,山姆·甘姆吉,山姆·詹吉,785367f7-6475-4935-979f-abec23c596f2.jpg,盟友,*,3,,2,1,1,2,,哈比人.,,,,,,,,,哈比人,"如果你控制佛罗多·巴金斯，打出山姆·詹吉的费用减2。
响应：在一名玩家上升威胁等级后，该玩家可以花费1【精神】资源以重置山姆·詹吉。他获得+1【意志力】+1【攻击力】和+1【防御力】直到本回合结束。（每个回合限制一次。）",,,,,,,,
深海之物,36,精神,午餐时间,上午茶,27cc1cc1-17a9-4dcf-990a-fd3c44c7b163.jpg,事件,,1,,,,,,,,,,,,,,,,,"只能在集结步骤后打出。
任务行动：选择你控制的X名执行任务的哈比人角色。重置每个被选择的角色并将他们移出任务。然后，降低X点你的威胁等级。",任务,,,,,,,
深海之物,37,学识,黑森林探索者,幽暗密林探索者,364e43b7-1ae3-4d3e-a73b-55d8f1f94f7c.jpg,盟友,,3,,2,1,0,2,,"樵夫.
斥候.",,,,,,,,,,"响应：在幽暗密林探索者参与执行任务成功后，放置1枚进度标记到本卡牌上。
行动：横置幽暗密林探索者以将本卡牌上所有进度标记移至一个在场地区上。",,,,,,,,
深海之物,38,学识,保持监视,保持监视,0950c29d-a9f3-4cb4-a61a-0122be9d26f6.jpg,附属,,0,,,,,,,状态.,,,,,,,,,,"附属到一个地区上。
行动：横置一名游侠或斥候角色以使所附属地区获得-2【威胁值】直到本阶段结束。",,,,,,,,
欺诈者神庙,57,领导,埃尔夫海尔姆,艾海姆,14820d35-cb36-499b-80ec-da6442548f7b.jpg,英雄,*,,10,2,2,2,4,,洛汗.斥候.战士.,,,,,,,,,洛汗,"每名具有坐骑附属的【精神】英雄获得+1【意志力】。
每名具有坐骑附属的【战术】英雄获得+1【攻击力】。
每名具有坐骑附属的【领导】英雄获得+1【防御力】。",,多人,,,,,,
欺诈者神庙,58,领导,克奥尔,瑟欧,7e1db97c-f6dc-43e1-a6f3-7ab600845e93.jpg,盟友,*,2,,1,2,0,2,,"洛汗.
斥候.",,,,,,,,,洛汗,行动：花费1【精神】资源以重置瑟欧。然后，你可以将瑟欧的控制权交给另一位玩家。任一玩家可以触发本行动。（每个阶段限制一次）。,,多人,,,,,,
欺诈者神庙,59,领导,装甲军马,装甲军马,a55bc730-259b-4d52-8c98-648d43840738.jpg,附属,,2,,,,,,,坐骑.,,,√,,,,,,,"限制.
附属到一名【领导】或具有“警戒”关键词的英雄上。
响应：在所附属英雄防御一次攻击后，横置装甲军马以重置所附属英雄。然后，从另一个与防御玩家交锋的敌军上弃除一张暗影牌。",防御,,,,,,,
